site_id,country_code,site_name,region,latitude,longitude,spatial_precision_m,spatial_confidence,geometry_source,coordinate_evidence,coordinate_artifact_types,document_ids,dois,titles,publication_years,corpora,staged_measurement_count
site:springer:10.1134_S1064229312030052:text:raw:degree_decimal_minutes_cardinal:0,RU,"Reported soil-study context 44.168733, 40.069183",,44.168733333333336,40.069183333333335,,reported,"Explicit author-reported degree_decimal_minutes_cardinal coordinate; country validated; audited direct_source_field_object. Study/soil context, not an automatic sample or row-level measurement.","{""candidate_id"": ""springer:10.1134_S1064229312030052:text:raw:degree_decimal_minutes_cardinal:0"", ""audit_category"": ""direct_source_field_object"", ""source_context"": ""the visual character\u0002         Azishtau Ridge (Republic of Adygeya). The profile istics of the soil profiles. In all the soils studied, the A   was chosen in a litter fir–beech forest at the altitude of horizon is dark gray when moist; with drying, its soil         1315 m a.s.l. (44°10.124′ N, 40°04.151′ E). It contains color becomes lighter and close to the color of marl.          more than 50 vol % large limestone fragments. The This means that the color of these soils is related not to     fine earth does not effervesce with HCl. humus formation but to the color of the parent rock                The soil profile (pit 11) has the following composi\u0002 (eluvium of marl).          ""}",text,springer:10.1134_S1064229312030052,,,,springer,0
site:springer:10.1134_S1064229312030052:text:raw:degree_decimal_minutes_cardinal:1,RU,"Reported soil-study context 44.010333, 40.158633",,44.010333333333335,40.158633333333334,,reported,"Explicit author-reported degree_decimal_minutes_cardinal coordinate; country validated; audited direct_source_field_object. Study/soil context, not an automatic sample or row-level measurement.","{""candidate_id"": ""springer:10.1134_S1064229312030052:text:raw:degree_decimal_minutes_cardinal:1"", ""audit_category"": ""direct_source_field_object"", ""source_context"": ""y, coarse silty, loamy–              in the vicinity of the settlement of Nikel (Adygeya) in clayey. The content of limestone inclusions is more            a beech–hornbeam forest on a mountain slope at than 30%.                                                      546 m a.s.l. (44°0.620′ N, 40°09.518′ E).     The leached soddy\u0002calcareous soils of mountain                 Cinnamonic soils were studied at a distance of 5 km meadows were described on the Lagonaki Plateau                 from Abrau\u0002Dyurso. The soil profile was located on a (pit 10), one of the largest plateaus in the Northwest         south\u0002facing slope at an altitude of 144 m a.s.l. Caucasus region located in th""}",text,springer:10.1134_S1064229312030052,,,,springer,0
site:springer:10.1134_S1064229312030118:text:raw:degree_decimal_minutes_cardinal:0,RU,"Reported soil-study context 51.633333, 107.591667",,51.63333333333333,107.59166666666667,,reported,"Explicit author-reported degree_decimal_minutes_cardinal coordinate; country validated; audited direct_source_field_object. Study/soil context, not an automatic sample or row-level measurement.","{""candidate_id"": ""springer:10.1134_S1064229312030118:text:raw:degree_decimal_minutes_cardinal:0"", ""audit_category"": ""direct_source_field_object"", ""source_context"": ""dy loam; and, sometimes, sand.                            described as immature taiga soils [23] and as litho\u0002     The red\u0002colored deposits often contain carbonate         genic soddy forest soils [27]. concentrations and have an indistinct layering. Along            Pit 854\u0002yu (51°38′ N, 107°35.5′ E; 854 m a.s.l.) was the periphery of the intermontane depressions, they          set on the upper part of a steep (35°) south\u0002facing are of deluvial, proluvial, or colluvial origin. In the      slope with outcrops of granitoid rocks. The soil is                                                                EURASIAN SOIL SCIENCE         Vol. 45   No. 3    2012 \f                ""}",text,springer:10.1134_S1064229312030118,,,,springer,0
site:springer:10.1134_S1064229312030118:text:raw:degree_decimal_minutes_cardinal:1,RU,"Reported soil-study context 51.666667, 107.558333",,51.666666666666664,107.55833333333334,,reported,"Explicit author-reported degree_decimal_minutes_cardinal coordinate; country validated; audited direct_source_field_object. Study/soil context, not an automatic sample or row-level measurement.","{""candidate_id"": ""springer:10.1134_S1064229312030118:text:raw:degree_decimal_minutes_cardinal:1"", ""audit_category"": ""direct_source_field_object"", ""source_context"": ""(2–5 cm)—B (5–10 cm)—M.                      ern aspects and in the bottoms and on gentle slopes of The gray\u0002humus (AY) horizon is dark gray and con\u0002            wide hollows that were plowed in previous years. tains inclusions of charcoal particles and fine gravel.      Pit 744 (51°40′ N, 107°33.5′ E; 744 m a.s.l.) was set on The transitional AYB horizon is dark brown. The illu\u0002        a leveled summit of a local mount under a shrub vial horizon is brown and contains fine and coarse           grassy–forb open pine forest. The projective cover of gravel. It is underlain by large bedrock fragments.          the vegetation reaches 80%.     The humus content is high (6.7%) in ""}",text,springer:10.1134_S1064229312030118,,,,springer,0
site:springer:10.1134_S1064229312030118:text:raw:degree_decimal_minutes_cardinal:2,RU,"Reported soil-study context 51.641667, 107.583333",,51.641666666666666,107.58333333333333,,reported,"Explicit author-reported degree_decimal_minutes_cardinal coordinate; country validated; audited direct_source_field_object. Study/soil context, not an automatic sample or row-level measurement.","{""candidate_id"": ""springer:10.1134_S1064229312030118:text:raw:degree_decimal_minutes_cardinal:2"", ""audit_category"": ""direct_source_field_object"", ""source_context"": ""orizons. Calcium predominates among the soddy\u0002podzolic soils [14, 23]. Their regional name is        exchangeable cations. The soil is saturated with bases. soddy\u0002forest or soddy\u0002taiga soils [13, 27].                  The content of amorphous iron compounds is 0.15–     Pit 854 (51°38.5′ N, 107°35′ E; 854 m a.s.l.) was set    0.57%. The soil’s texture is sandy loamy in the upper on the upper part of a moderately steep (10°) slope of       horizons, light loamy in the BCdc horizon, and sandy northeastern aspect under a rhododendron pine stand          in the C horizon. with cowberry, reed grasses, and mosses in the ground            The second key site was studied in the ba""}",text,springer:10.1134_S1064229312030118,,,,springer,0
site:springer:10.1134_S1064229312030118:text:raw:degree_decimal_minutes_cardinal:3,RU,"Reported soil-study context 51.500000, 107.883333",,51.5,107.88333333333334,,reported,"Explicit author-reported degree_decimal_minutes_cardinal coordinate; country validated; audited direct_source_field_object. Study/soil context, not an automatic sample or row-level measurement.","{""candidate_id"": ""springer:10.1134_S1064229312030118:text:raw:degree_decimal_minutes_cardinal:3"", ""audit_category"": ""direct_source_field_object"", ""source_context"": ""cesses specifies the young age of the     tler and the accumulation of sandy deposits on them soils and their weak differentiation.                         can be traced up to the height of 1000 m a.s.l.     The stony and gravelly parent materials within the            Pit 5\u000299 (51°30′ N, 107°53′ E; 884.1 m a.s.l.) was upper parts of the slopes are gradually replaced by           set on an eastern slope under a Duschekia–forb pine sandy materials predominating downslope. Soddy                forest with projective cover of about 50%. podburs are formed on plains and on colluvial fans on             The soil profile has the following horizonation: O footslopes of 2°–10°. ""}",text,springer:10.1134_S1064229312030118,,,,springer,0
site:springer:10.1134_S1064229312030118:text:raw:degree_decimal_minutes_cardinal:4,RU,"Reported soil-study context 51.516667, 107.916667",,51.516666666666666,107.91666666666667,,reported,"Explicit author-reported degree_decimal_minutes_cardinal coordinate; country validated; audited direct_source_field_object. Study/soil context, not an automatic sample or row-level measurement.","{""candidate_id"": ""springer:10.1134_S1064229312030118:text:raw:degree_decimal_minutes_cardinal:4"", ""audit_category"": ""direct_source_field_object"", ""source_context"": ""    stretched in the northwestern direction of predomi\u0002 and steep (>25°) slopes. They are formed on thin elu\u0002         nant winds. vium of bedrock.                                                                   These soils are not specified in [6]. They were ear\u0002     Pit 3\u000299 (51°31′ N, 107°55′ E; 976 m a.s.l.) was set      lier described under the name of soddy steppe soils [4]. on a local summit covered by a Duschekia–rhododen\u0002            In the studied region, they are known under the names dron–forb pine forest with projective vegetative cover        of soddy soils of pine\u0002forest or pine\u0002forest sands [27]. of about 25–30%.                                           ""}",text,springer:10.1134_S1064229312030118,,,,springer,0
site:springer:10.1134_S1064229312030118:text:raw:degree_decimal_minutes_cardinal:5,RU,"Reported soil-study context 51.566667, 107.900000",,51.56666666666667,107.9,,reported,"Explicit author-reported degree_decimal_minutes_cardinal coordinate; country validated; audited direct_source_field_object. Study/soil context, not an automatic sample or row-level measurement.","{""candidate_id"": ""springer:10.1134_S1064229312030118:text:raw:degree_decimal_minutes_cardinal:5"", ""audit_category"": ""direct_source_field_object"", ""source_context"": ""uschekia–rhododen\u0002            In the studied region, they are known under the names dron–forb pine forest with projective vegetative cover        of soddy soils of pine\u0002forest or pine\u0002forest sands [27]. of about 25–30%.                                                  Pit 23\u000299 (51°34′ N, 107°54′ E) was set on the bar\u0002     The soil profile consists of the following horizons:      ren summit of an eolian hill partly covered by an her\u0002 O (0–6.5 cm)–AY (6.5–7 cm)–B (7–14 cm)–DC                     baceous pine forest. Lichens and green mosses are (14–20 cm)–M. The litter horizon is represented by            developed on the soil’s surface, which has a specific the weakly an""}",text,springer:10.1134_S1064229312030118,,,,springer,0
site:springer:10.1134_S1064229312030143:text:raw:dms:l:0,RU,"Reported soil-study context 63.001167, 54.616056",,63.00116666666667,54.616055555555555,,reported,"Explicit author-reported dms_cardinal coordinate; country validated; audited direct_source_field_object. Study/soil context, not an automatic sample or row-level measurement.","{""candidate_id"": ""springer:10.1134_S1064229312030143:text:raw:dms:l:0"", ""audit_category"": ""direct_source_field_object"", ""source_context"": ""Forest ecosystems, which have a closed cycle of                                   56°08′59.1″ E) and aerotechnogenically disturbed chemical elements, a significant vertical thickness, and                                (63°00′04.2″ N, 54°36′57.8″ E) plots in the northern a large internal surface, are characterized by strong                                   taiga of the Komi Republic.                                                                                     309 \f310                            ""}",text,springer:10.1134_S1064229312030143,,,,springer,0
site:springer:10.1134_S1064229312120058:text:raw:dms:l:0,RU,"Reported soil-study context 51.544556, 107.045000",,51.544555555555554,107.045,,reported,"Explicit author-reported dms_cardinal coordinate; country validated; audited direct_source_field_object. Study/soil context, not an automatic sample or row-level measurement.","{""candidate_id"": ""springer:10.1134_S1064229312120058:text:raw:dms:l:0"", ""audit_category"": ""direct_source_field_object"", ""source_context"": ""stics of                worms, or the aggregates are impregnated with salts. Soils of Russia [13].                                                 38–62 cm. Gray white (in the gray background,     Pit 4B\u000203. 29.07.2003 (51°32′40.4 N, 107°02′42 E).            white mottles of salts with a diameter of 1–2 cm), Flat high terrace, 100 km from Beloe (Orongoiskoe)                weak indistinct structure, friable. Fine roots are lake located in the Selenga River valley. The lake water is       single. salt""}",text,springer:10.1134_S1064229312120058,,,,springer,0
site:springer:10.1134_S1064229313020075:text:raw:degree_decimal_minutes_cardinal:1,RU,"Reported soil-study context 66.616667, 63.833333",,66.61666666666666,63.833333333333336,,reported,"Explicit author-reported degree_decimal_minutes_cardinal coordinate; country validated; audited direct_soil_study_context. Study/soil context, not an automatic sample or row-level measurement.","{""candidate_id"": ""springer:10.1134_S1064229313020075:text:raw:degree_decimal_minutes_cardinal:1"", ""audit_category"": ""direct_soil_study_context"", ""source_context"": ""stocky dwarf birch are distributed in of these regions is the Voikar–Syninsk massif located       the middle mountain zone; rubbly\u0002spotted nival tun\u0002 in the southern part of the Polar Urals near Lake           dras occur on skeletal soils in the upper mountain Verkhnee Khoila at 66°37′ N, 63°50′ E; it belongs to        zone, an analogue of the Arctic plain tundra [4]. The the eastern part of the Komi Republic. The Voikar–          soil cover of the Polar Urals is composed of prevailing Syninsk massif is the largest ultramafic massif of the      primitive stony soils, rock outcrops, and raw\u0002humus Polar Urals composed of dunites and peridotites [26,        Al\u0002Fe\u0002humus soi""}",text,springer:10.1134_S1064229313020075,,,,springer,0
site:springer:10.1134_S1064229313020075:text:raw:degree_decimal_minutes_cardinal:2,RU,"Reported soil-study context 67.250000, 65.750000",,67.25,65.75,,reported,"Explicit author-reported degree_decimal_minutes_cardinal coordinate; country validated; audited direct_source_field_object. Study/soil context, not an automatic sample or row-level measurement.","{""candidate_id"": ""springer:10.1134_S1064229313020075:text:raw:degree_decimal_minutes_cardinal:2"", ""audit_category"": ""direct_source_field_object"", ""source_context"": ""s described. The soils consist of a shallow Bol’shaya Baipudyna River in the western part of the        layer of rubbly–fine\u0002earth material occurring under Yamal–Nenets Autonomous District in Tyumen                  poorly developed litter and gradually changing to the oblast at 67°15′ N, 65°45′ E. Plot 4 was established in     parent rock with an ochreous tint on ultramafic rocks,     EURASIAN SOIL SCIENCE         Vol. 46   No. 2   2013 \f160                                                           KATAEVA  Table 1. The main parameters of the ecotopes                         absorption spectrometer with electrothermal atomiza\u0002                                           ""}",text,springer:10.1134_S1064229313020075,,,,springer,0
site:springer:10.1134_S1064229313050098:text:raw:ru_abbr:dms:0,RU,"Reported soil-study context 62.250000, 50.700000",,62.25,50.7,,reported,"Explicit author-reported russian_abbreviated_dms coordinate; country validated; audited soil_context_without_sampling_action. Study/soil context, not an automatic sample or row-level measurement.","{""candidate_id"": ""springer:10.1134_S1064229313050098:text:raw:ru_abbr:dms:0"", ""audit_category"": ""soil_context_without_sampling_action"", ""source_context"": "" emission from the gray forest soil under                                      berry–sphagnum pine forest at the Lyali Forest Eco\u0002 oak forests in the southern forest\u0002steppe zone reaches                                      logical Station (62°15′ N, 50°42′ E) of the Institute of 5.6–6.7 t of C/ha per year. The CO2 emission from a                                         Biology of the Komi Science Center. This territory is                                                                                        572 \f                          CARBON DIOXIDE EMISSION FROM THE S""}",text,springer:10.1134_S1064229313050098,10.1134/S1064229313050098,,,springer,0
site:springer:10.1134_S1064229313080085:text:raw:strict:l:0,RU,"Reported study point 62.073600, 58.936280",,62.0736,58.93628,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"oils were placed by us into the order of relatively heavy texture (clay loam) of the parent            rzhavozems (ferruginous soils) [22]. materials. We suppose that the development of Al–Fe              Pit 081501 (62.0736 N, 58.93628 E). Stagnosol humus illuviation in these substrates may be related to       under the herbaceous–green moss fir–spruce forest. the good aggregation of the substrates in this part of            T, 0–6 cm. Brown; wet; weakly decomposed peat. the Northern Urals. M",text,springer:10.1134_S1064229313080085,10.1134/S1064229313080085,,,springer,0
site:springer:10.1134_S1064229313080085:text:raw:strict:l:1,RU,"Reported study point 62.073600, 58.973210",,62.0736,58.97321,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"hic processes.              satiated wet; clay loam to silty clay; coarse blocky                                                               structure; the intraped mass is structureless; iron veins;     Pit 081520 (62.0736 N, 58.97321 E). Gleyic              inclusions of pebbles of different sizes. ironilluvial podzol under the herbaceous–green moss spruce forest.                                                    The water table was established at a depth of 43 cm.     T, 0–7 cm. Graybro",text,springer:10.1134_S1064229313080085,10.1134/S1064229313080085,,,springer,0
site:springer:10.1134_S1064229313080085:text:raw:strict:l:2,RU,"Reported study point 62.077210, 58.957670",,62.07721,58.95767,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"ied with calcium and avail gleyic ironilluvial podzol (pit 081520) and a soil                   able potassium and phosphorus. with surface bleaching because of the temporary over                      Pit 081912 (62.07721 N, 58.95767 E). Gleyic moistening (pit 081501). The middleprofile hori                     burozem under the fir–spruce forest with tall herbs in zons of these soils have similar morphologies; the dif                 the ground cover. ference between them is only seen",text,springer:10.1134_S1064229313080085,10.1134/S1064229313080085,,,springer,0
site:springer:10.1134_S1064229313080085:text:raw:strict:l:3,RU,"Reported study point 62.058600, 58.937600",,62.0586,58.9376,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"                                     zon in the upper part of the profile.                              310                         5   6                                                                     Pit 080101 (62.0586 N, 58.9376 E). Typical peat                                                                  6                              300                                                 5                                             gleyzem under the fir–spruce forest with small her",text,springer:10.1134_S1064229313080085,10.1134/S1064229313080085,,,springer,0
site:springer:10.1134_S1064229313090020:text:raw:ru_abbr:dms:0,RU,"Reported study point 48.500000, 44.166667",,48.5,44.166666666666664,,reported,Explicit degree-minute/hemisphere coordinates; Natural Earth country check; sampling/profile context in source.,"alf of the the close vicinity (2, 5, and 10 m) of the local dirt road   2nd century–first half of the 3rd century AD, late Sar and the Volgograd–Moscow motorway (km 39,                    matian culture) belongs to solonetzic solonchakous 48°30′ N, 44°10′ E).                                         chestnut soils. The mound is about 60 cm high and     The extraction of the lead and the following analy      20 m in diameter. The texture of the paleosol is sandy sis were performed in duplicate for an average sample        loamy (A1 horizon) and loamy (B1 and B2ca hori ta",text,springer:10.1134_S1064229313090020,10.1134/S1064229313090020,,,springer,0
site:springer:10.1134_S1064229313120065:text:raw:dms:l:0,RU,"Reported study point 51.031139, 40.728278",,51.03113888888889,40.72827777777778,,reported,Explicit degree-minute/hemisphere coordinates; Natural Earth country check; sampling/profile context in source.," under mown and unmown fallows that were             were kept at natural moisture in a refrigerator with air converted to meadows from cropland in 1882–1890               exchange for about a month. These samples (the (51°01′52.1 N, 40°43′41.8 E; 51°01′44′′ N, 40°43′39′′ E).     roots were removed from them) were sieved using a Before 1912, all the plots were mown and used as pas         2 or 3mmmeshed sieve, moistened (to 60% of the tures. Presently, the unmown areas are completely             mi",text,springer:10.1134_S1064229313120065,10.1134/S1064229313120065,,,springer,0
site:springer:10.1134_S106422931401013X:text:raw:ru_abbr:dms:0,RU,"Reported study point 55.866667, 94.900000",,55.86666666666667,94.9,,reported,Explicit degree-minute/hemisphere coordinates; Natural Earth country check; sampling/profile context in source.,"eceived February 16, 2013            Abstract—The dynamics have been studied of the ecologicalfunctional parameters (EFP) of replantozems           formed on the dumps of the Borodinskiy openpit coal mine in the Kansk–Achinsk Coal Basin (55°52′ N,           94°54′ E) that were not involved into agricultural use during the first 30 years. The work was based on the inte           grated analysis of the agrochemical properties and the EFP, which characterized the state of the plant cover,           the microbial cenoses, and the biochemical activity of the replantozems representing",text,springer:10.1134_S106422931401013X,10.1134/S106422931401013X,,,springer,0
site:springer:10.1134_S1064229314020033:text:raw:ru_abbr:dms:0,RU,"Reported soil-study context 56.150000, 32.133333",,56.15,32.13333333333333,,reported,"Explicit author-reported russian_abbreviated_dms coordinate; country validated; audited soil_context_without_sampling_action. Study/soil context, not an automatic sample or row-level measurement.","{""candidate_id"": ""springer:10.1134_S1064229314020033:text:raw:ru_abbr:dms:0"", ""audit_category"": ""soil_context_without_sampling_action"", ""source_context"": ""og Station of the Institute of Forestry of the Rus\u0002 soil horizons and 20–30% in the lower ones [13, 14].          sian Academy of Sciences in Tver oblast (56°09′ N,     Our work was aimed at determining the viability of        32°10′ E and 56°09′ N, 32°08′ E). the bacteria in highmoor and lowmoor peatlands with the help of the L7012 dye.                                        One of the oligotrofic peat bogs (hereinafter, peat                                                               bog 1) is a part of the hummock\u0002ridge sphagnum tree\u0002                                 ""}",text,springer:10.1134_S1064229314020033,10.1134/S1064229314020033,,,springer,1
site:springer:10.1134_S1064229314020045:text:raw:ru_abbr:dms:0,RU,"Reported study point 62.483333, 47.500000",,62.483333333333334,47.5,,reported,Explicit degree-minute/hemisphere coordinates; Natural Earth country check; sampling/profile context in source.,"ing. It affected about 1000 ha. The burnt out     Field studies were performed on two key plots in        area studied by us was on the interfluve between the the middle taiga zone (the Mezhdurechensk forestry          Poch and Osa rivers (62°29′ N, 47°30′ E, 160 m a.s.l.). of Udorskii district of the Komi Republic). According       The ground cover was completely destroyed by the fire. to the soilgeographical zoning, these plots are found      The undergrowth and young tree growth were also in the Pinega–Vashkino soil district at the border of       destroyed by the fir",text,springer:10.1134_S1064229314020045,10.1134/S1064229314020045,,,springer,0
site:springer:10.1134_S1064229314020045:text:raw:ru_abbr:dms:1,RU,"Reported study point 62.583333, 47.266667",,62.583333333333336,47.266666666666666,,reported,Explicit degree-minute/hemisphere coordinates; Natural Earth country check; sampling/profile context in source.,"39 cm. untouched by felling, was selected. This reserve is         The second tree layer was also preserved and had a found on the interfluve between the Poch and Voivat         canopy density of 0.1–0.2, a height of 14–18 m, and a rivers (62°35′ N, 47°16′ E, 130 m a.s.l.). The upper        breastheight diameter varying from 16 to 34 cm; it tree canopy is composed of pine (Pinus sylvestris) trees    consisted of spruce and birch (10S + B). with a height of 20–24 m, a breastheight diameter of           Pit 7211 was also studied in a pine parcel approxi 30–44 cm, and a ",text,springer:10.1134_S1064229314020045,10.1134/S1064229314020045,,,springer,0
site:springer:10.1134_S1064229314030028:text:raw:dms:l:0,RU,"Reported study point 58.732778, 99.442500",,58.73277777777778,99.44250000000001,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"a highsever ground cover [4].                                               ity surface fire in the spring of the year studied.     The study of the microbial component of the soil is             In test area 2 (TA 2, 58°43′58″ N, 99°26′33″ E) an indispensable part of ecological research, since it is       located on a southeastern slope (10°), three test plots an important functional source of soil organic carbon           were established. The composition of the cowberry– and a source and regula",text,springer:10.1134_S1064229314030028,10.1134/S1064229314030028,,,springer,0
site:springer:10.1134_S106422931405007X:text:raw:ru_abbr:dms:0,RU,"Reported soil-study context 60.033333, 58.983333",,60.03333333333333,58.983333333333334,,reported,"Explicit author-reported russian_abbreviated_dms coordinate; country validated; audited soil_context_without_sampling_action. Study/soil context, not an automatic sample or row-level measurement.","{""candidate_id"": ""springer:10.1134_S106422931405007X:text:raw:ru_abbr:dms:0"", ""audit_category"": ""soil_context_without_sampling_action"", ""source_context"": ""l\u0002   The studies were conducted in dark\u0002coniferous              lected invertebrates was determined from the literature middle\u0002taiga forests of the Pechora–Ilych Nature             data [4, 8]. The Cantharidae, Carabidae, Geophil\u0002 Reserve (60°02′ N, 58°59′ E) in the lower part of the        idae, Hahniidae, Linyphiidae, Lithobiidae, Rhagion\u0002                                                                 EURASIAN SOIL SCIENCE         Vol. 47   No. 5   2014 \f                 SPATIAL VARIATIONS IN THE TROPHIC STRUCTURE OF SOIL ANIMAL                                         ""}",text,springer:10.1134_S106422931405007X,10.1134/S106422931405007X,,,springer,0
site:springer:10.1134_S1064229314050172:text:raw:ru_abbr:dms:0,RU,"Reported study point 46.683333, 135.533333",,46.68333333333333,135.53333333333333,,reported,Explicit degree-minute/hemisphere coordinates; Natural Earth country check; sampling/profile context in source.,"l samples were taken during     and the portion of the nonhydrolyzable residue the field survey. Three soil profiles characterize the      (humin fraction) increased. morphology of grayhumus gleyed alluvial soils [10]. Soil profile 1308 (46°41′ N, 135°32′ E; 158 m a.s.l.)          In the deep ~С7/G and ~С8/G horizons, the con was set on the high floodplain terrace of the left bank     tents of spore and pollen somewhat increased. Pollen in the middle reaches of the Bikin River (Fig. 1). Soil     grains of Larix sp., Abies sp., Picea sp., Pinus koraien pit 1408 was exc",text,springer:10.1134_S1064229314050172,10.1134/S1064229314050172,,,springer,0
site:springer:10.1134_S1064229314050172:text:raw:ru_abbr:dms:1,RU,"Reported study point 46.766667, 134.266667",,46.766666666666666,134.26666666666668,,reported,Explicit degree-minute/hemisphere coordinates; Natural Earth country check; sampling/profile context in source.,"a tussocky terrace surface       sis, Betula sect. Albae, Betula costatae Trautv., hybrid of the right bank in the middle reaches, 400 m to the       form of Betula sp., and Alnus sp. and its shrub form northeast from pit 1308. Pit 2008 (46°46′ N, 134°16′ E;   Alnaster sp. were identified. This attested to the simi 53 m a.s.l.) was set on the high floodplain of the right    larity of the conditions in the period of formation of                                                             these deep soil horizons with the modern conditions. bank in the lower reaches of th",text,springer:10.1134_S1064229314050172,10.1134/S1064229314050172,,,springer,0
site:springer:10.1134_S1064229314050172:text:raw:ru_abbr:dms:2,RU,"Reported study point 46.550000, 134.166667",,46.55,134.16666666666666,,reported,Explicit degree-minute/hemisphere coordinates; Natural Earth country check; sampling/profile context in source.,"o specify of the soils on the high floodplain terrace of the Burli   the following stages of the development of alluvial soils tovka River (left tributary of the Bikin River, pit 6056,   in the Bikin River basin in the Middle and the Late 46°33′ N, 134°10′ E, 63 m a.s.l.; gray sand with plant      Holocene (Table 3). detritus at 2.9–3.0 m was dated) and on the high                Stage 1. In the Atlantic period and during the floodplain of the Alchan River (right tributary of the      beginning of the Subboreal period, the climatic fluctu Bikin River, pit 6010, 46°39′ N,",text,springer:10.1134_S1064229314050172,10.1134/S1064229314050172,,,springer,0
site:springer:10.1134_S1064229314050172:text:raw:ru_abbr:dms:3,RU,"Reported study point 46.650000, 134.400000",,46.65,134.4,,reported,Explicit degree-minute/hemisphere coordinates; Natural Earth country check; sampling/profile context in source.,"t 2.9–3.0 m was dated) and on the high                Stage 1. In the Atlantic period and during the floodplain of the Alchan River (right tributary of the      beginning of the Subboreal period, the climatic fluctu Bikin River, pit 6010, 46°39′ N, 134°24′ E, 62 m a.s.l.;    ations were considerable and specified global transfor gray loamy sand with plant detritus at the depth of         mation of paleolandscapes [9, 13, 17, 25]. The 1.7 m was dated) was determined in the Institute of         [AY2]/~Cg horizon (165–170 cm, rusty–dovecol Geology of National Academy of S",text,springer:10.1134_S1064229314050172,10.1134/S1064229314050172,,,springer,0
site:springer:10.1134_S1064229314080092:text:raw:ru_abbr:dms:1,RU,"Reported study point 64.316667, 100.216667",,64.31666666666666,100.21666666666667,,reported,Explicit degree-minute/hemisphere coordinates; Natural Earth country check; sampling/profile context in source.,"amorphic          Cowberry–blueberry–green moss          149–260                                Typic        rawhumus, subtype SP2                                                           8.7     11.1     44.7          larch forest/warm, 64°19′ N, 100°13′ E                                        Haploturbels pale metamorphized                                                                                                     AO–CRMpl–C   Table 2. The phytocenotic and climatic characterization of the sample areas                                                            ",text,springer:10.1134_S1064229314080092,,,,springer,0
site:springer:10.1134_S1064229314090063:text:raw:strict:l:0,RU,"Reported study point 53.231000, 49.322000",,53.231,49.322,,reported,Explicit decimal coordinates in source; country checked against pinned Natural Earth boundary,"th the formation of the new Quaternary clayey sediments creates conditions for the           development of vertic soils. The northernmost area of Vertisols proper has been found in the area of the           Samara Arc (53.231° N, 049.322° E). The soils with vertic features have been found in Mordovia and Samara           oblast even further to the north (up to 54.2° N). Morphometric data on the slickensides, wedgeshaped struc           ture, and depth of the soil cracking are presented.       ",text,springer:10.1134_S1064229314090063,10.1134/S1064229314090063,,,springer,0
site:springer:10.1134_S1064229314100020:text:raw:degree_decimal_minutes:1,RU,"Reported field object 56.150000, 32.133333",,56.15,32.13333333333333,,reported,"Explicit author-reported degree_decimal_minutes_cardinal coordinate; country validated; audited explicit_sampling_or_profile_context. Field-object location, not an automatic row-level measurement.","{""candidate_id"": ""springer:10.1134_S1064229314100020:text:raw:degree_decimal_minutes:1"", ""audit_category"": ""explicit_sampling_or_profile_context"", ""source_context"": ""tion of Science of the Institute of Forestry of the of hydrolytic enzymes. Owing to its special chemical                                    Russian Academy of Sciences (56°09′ N, 32°10′ E and structure, a sphagnan can suppress the activity of the                                  56°09′ N 32°08′ E) in Tver oblast. According to the hydrolytic community due to the electrostatic immo\u0002                                     recent soil classification, the studied peatbog corre\u0002                                                                                    1038 \f                     THE IMPACT OF MECHANICAL COMMINUTION OF SPHAGNUM                                            ""}",text,springer:10.1134_S1064229314100020,10.1134/S1064229314100020,,,springer,0
site:springer:10.1134_S1064229314100020:text:raw:ru_abbr:dms:0,RU,"Reported study point 56.150000, 32.166667",,56.15,32.166666666666664,,reported,Explicit degree-minute/hemisphere coordinates; Natural Earth country check; sampling/profile context in source.,"ied structure restricts the access                              Institution of Science of the Institute of Forestry of the of hydrolytic enzymes. Owing to its special chemical                                    Russian Academy of Sciences (56°09′ N, 32°10′ E and structure, a sphagnan can suppress the activity of the                                  56°09′ N 32°08′ E) in Tver oblast. According to the hydrolytic community due to the electrostatic immo                                     recent soil classification, the studied peatbog corre                                 ",text,springer:10.1134_S1064229314100020,10.1134/S1064229314100020,,,springer,0
site:springer:10.1134_S1064229314100032:text:raw:ru_abbr:dms:0,RU,"Reported field object 52.866667, 103.466667",,52.86666666666667,103.46666666666667,,reported,"Explicit author-reported russian_abbreviated_dms coordinate; country validated; audited direct_labeled_field_object. Field-object location, not an automatic row-level measurement.","{""candidate_id"": ""springer:10.1134_S1064229314100032:text:raw:ru_abbr:dms:0"", ""audit_category"": ""direct_labeled_field_object"", ""source_context"": ""by pedo\u0002 iments on such terraces as middle–late\u0002Pleistocene           genesis. The scheme proposed for the stratigraphic and Holocene sediments. A representative profile             differentiation of the studied sediments is based on the (52°52′ N, 103°28′ E; absolute height of 429 m) was          results of previous studies performed in this region [3, studied in detail (Fig. 1); the largest pedogenic car\u0002       5, 6, 14–16]. bonate coatings were found, which allowed their layer\u0002           The upper part of the section (35 to 185 cm) con\u0002 by\u0002layer study.                 ""}",text,springer:10.1134_S1064229314100032,10.1134/S1064229314100032,,,springer,0
